LMID,Frag_Num,mz,Frag_int,smiles
LMGP01050024,36,69.0692 71.0848 72.0814 81.0692 83.0852 85.1008 86.0959 95.0852 97.1007 99.1169 104.1067 106.1119 109.1006 111.1152 124.999 128.3286 143.0117 163.0143 166.0623 181.0262 184.0726 185.0765 186.0764 199.0368 240.0986 258.1105 259.1152 271.2645 297.2751 327.2899 328.2933 433.2714 434.2778 492.3451 493.3468 510.3564,0.22544 1.693 0.10894 0.44179 0.46752 0.80037 31.142 0.56435 0.41759 0.12709 66.1149 0.32076 0.2557 0.10591 1.6794 0.10591 0.1165 0.43423 1.1242 0.37068 100 4.7296 0.53863 0.12407 0.16492 1.2845 0.10137 0.1044 0.11953 5.4589 0.90023 0.98042 0.19064 2.6372 0.65059 0.42515,CCCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C
LMGP01050024,9,86.0957 104.1067 184.0727 185.0768 492.3454 493.3491 494.3515 509.3491 510.3556,0.41607 17.322 9.1811 0.16078 8.5379 1.7723 0.21356 0.18901 100,CCCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C
LMGP01050024,6,104.1068 184.0726 492.345 493.347 509.3496 510.3554,0.443 0.13104 0.50653 0.10678 0.20385 100,CCCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C
LMGP01050024,11,71.0729 71.0857 86.0965 104.1071 125.0001 184.0734 185.0797 263.1415 332.3216 438.3035 515.3872,0.45284 0.61974 15.2897 78.3489 4.8648 100 0.74687 1.4057 3.2967 0.54393 34.206,CCCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C
LMGP01050026,33,69.0694 71.0848 81.0696 83.085 85.1007 86.0958 95.0852 97.1012 98.9837 99.1173 104.1067 106.1126 109.0998 124.9996 163.0145 166.0623 181.0246 184.0727 185.0761 186.0779 199.0368 240.1 258.1102 259.1101 341.3051 342.3087 343.3086 447.2873 448.29 506.3602 507.3629 508.3677 524.3709,0.22075 1.6507 0.43939 0.35643 0.85066 37.7432 0.51531 0.3494 0.20247 0.18419 97.131 0.14904 0.24395 2.7945 0.27629 0.71427 0.2102 100 5.0477 0.64467 0.12654 0.13639 1.34 0.11248 5.7085 0.90268 0.10686 0.82535 0.22637 4.1513 1.1494 0.187 0.90549,CCCCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C
LMGP01050026,10,86.0959 104.1065 184.0728 185.0771 258.1104 506.3607 507.3642 508.3686 523.3609 524.3709,0.24102 20.2706 8.1669 0.13345 0.1313 7.3721 1.7586 0.20619 0.16458 100,CCCCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C
LMGP01050026,5,104.1062 184.0728 506.3626 523.3537 524.3709,0.55678 0.12783 0.42239 0.19098 100,CCCCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C
LMGP01050026,18,184.069 184.187 185.077 200.061 224.973 226.083 238.085 240.097 256.092 258.114 331.114 341.311 450.346 480.249 504.336 506.354 522.35 524.364,7.902 0.072 0.048 0.043 0.044 0.108 0.02 0.095 0.098 0.231 0.024 0.092 0.022 0.031 0.059 0.337 1.672 52.116,CCCCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C
LMGP01050026,36,184.073 184.195 185.085 200.068 202.09 224.086 226.091 238.084 239.096 240.096 241.113 256.095 258.113 265.999 266.993 267.998 270 271.111 273.111 286.11 299.118 307.001 310.017 311.996 312.109 331.116 341.308 397.196 426.946 463.176 468.29 506.361 520.341 522.351 523.36 524.371,4.6383 0.085528 0.14474 0.010965 0.00932 0.019189 0.092656 0.006031 0.018641 0.020834 0.016448 0.16722 0.1409 0.017544 0.004386 0.038926 0.048795 0.010417 0.004386 0.10636 0.006031 0.004386 0.007127 0.009869 0.005483 0.006031 0.12116 0.005483 0.004934 0.004386 0.008772 0.13706 0.084432 2.2385 6.1092 100,CCCCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C
LMGP01050035,55,60.0848 66.3 83.0485 83.0841 86.0967 95.0868 104.1077 104.1554 105.109 106.112 109.1007 114.1609 121.1026 123.1195 124.9875 125.0022 133.1005 137.1307 163.0127 163.0252 166.061 166.0708 177.1616 181.0312 184.0276 184.0368 184.0571 184.0752 184.1451 185.0521 185.0766 186.0852 186.3501 221.0097 258.1055 258.1163 259.1189 305.2557 307.2593 337.2598 338.286 339.2743 356.1619 369.1818 438.3079 439.1651 443.2599 502.2994 502.3284 503.3145 503.3324 504.331 505.3222 518.3263 520.3408,0.21649 0.18825 0.1506 0.28238 2.645 0.31062 21.9597 0.1506 1.6002 0.31062 0.33886 0.16001 0.20708 0.17884 0.28238 1.9767 0.17884 0.23532 0.16943 0.1506 0.79066 0.593 0.1506 0.18825 0.16943 0.1506 0.53652 47.8351 0.21649 0.16943 4.0757 0.6683 0.16943 0.18825 0.1506 0.16943 0.1506 0.18825 0.1506 0.26355 0.43298 0.16943 0.16001 0.16001 0.1506 0.25414 0.69654 0.57417 8.2361 0.83773 1.1295 0.32003 0.1506 0.16001 100,CCCCCC=CCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C
LMGP01050035,16,69.9963 86.0956 104.1095 166.0697 184.045 184.0731 184.359 185.0736 185.0816 187.0889 266.1899 460.9653 502.32 503.3046 503.332 520.3466,1.5214 1.3458 0.93622 1.931 2.6916 100 0.99473 1.931 3.8034 1.1703 1.1703 0.99473 3.6279 1.2288 0.99473 31.1878,CCCCCC=CCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C
LMGP01050038,8,86.0946 93.0674 104.1055 165.1275 184.0736 374.0285 501.312 518.3165,15 13.3333 22.5 16.6667 80 15.8333 14.1667 100,CCC=CCC=CCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C
LMGP01050041,25,71.073 71.0857 72.1654 76.3322 81.0695 85.1013 86.0965 95.0855 104.1071 125 126.0057 167.0408 184.0736 185.0792 186.0591 202.0771 202.0959 263.1414 357.9843 360.3535 398.0797 399.1166 416.3096 466.3365 543.4188,0.94895 0.33977 0.17241 0.20571 0.20968 0.28635 15.2224 0.28818 83.5988 4.8856 0.61259 0.37483 100 0.40528 0.24811 0.56414 0.18712 1.5256 0.20458 2.979 0.1812 0.22253 0.19819 0.97016 39.5793,CCCCCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C
LMGP01050041,10,86.0967 93.4297 104.1074 117.2291 118.1835 125.0001 159.3455 184.0742 228.2613 543.4189,8.7167 0.83392 1.3677 0.54292 0.51273 2.8306 0.64803 100 0.61654 4.7271,CCCCCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C
LMGP01050076,20,58.0663 60.0818 86.0973 87.1005 98.2785 104.1077 105.1045 105.1106 125.0012 184.0748 185.0769 196.1586 201.3236 242.952 258.1091 259.1133 338.189 342.31 448.2912 507.3688,0.59458 0.31302 1.4659 0.20533 0.15155 70.6968 1.1272 15.5925 0.16165 59.4053 14.1567 0.12816 0.13032 0.13428 1.103 0.62883 0.17057 0.80593 0.20973 17.3815,CCCCCCCCCCCCCCCCCC(=O)OC(CO)COP(=O)([O-])OCC[N+](C)(C)C
LMGP01050076,13,54.1121 58.0667 60.0818 86.0973 104.1077 123.2936 184.0748 213.9945 258.1111 341.3082 447.2841 506.3624 524.3768,0.13206 0.75204 0.67717 2.0658 100 0.1338 81.8239 0.13284 2.1376 1.4828 0.64049 17.382 96.5372,CCCCCCCCCCCCCCCCCC(=O)OC(CO)COP(=O)([O-])OCC[N+](C)(C)C
LMGP01050076,18,58.0667 60.0818 86.0972 92.2955 104.1077 125.0012 156.304 184.0748 221.0467 258.1113 341.3097 357.1761 365.0345 374.0391 382.9753 447.2841 506.3622 524.3767,0.54435 0.54987 2.6035 0.12115 100 0.21242 0.12928 81.6737 0.12677 1.6794 1.3376 0.14049 0.13353 0.16314 0.12889 0.61113 18.7757 98.4612,CCCCCCCCCCCCCCCCCC(=O)OC(CO)COP(=O)([O-])OCC[N+](C)(C)C
LMGP01050113,34,57.0329 69.0693 71.0848 81.0692 83.085 85.1008 86.0959 89.0606 95.0855 97.1007 98.9841 99.116 104.1068 106.1119 109.1015 124.9996 163.0157 166.0624 181.0257 184.0728 185.0766 186.0776 239.2392 240.1005 257.2474 258.1097 283.262 313.2736 314.2774 419.2562 420.2585 478.3293 479.332 496.3382,0.18875 0.37425 2.6165 0.84829 0.77345 1.1596 44.8674 0.10414 0.99799 0.34604 0.27879 0.25167 81.2225 0.24082 0.17248 3.391 0.41655 0.95894 0.30916 100 5.4369 0.69317 0.27553 0.15512 0.17139 1.2703 0.27336 7.1443 1.3657 0.82768 0.16922 2.1142 0.72246 0.38293,CCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C
LMGP01050113,11,86.0957 104.1066 184.0729 185.0766 258.1098 313.2738 478.3292 479.3323 480.3363 495.3301 496.3398,0.46458 26.9228 11.8338 0.37568 0.18315 0.11391 9.5006 2.2161 0.24837 0.2104 100,CCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C
LMGP01050113,5,104.1068 184.0729 478.3287 479.3305 496.3397,0.95367 0.2414 0.77899 0.13311 100,CCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C
LMGP01050113,29,86.0995 96.0883 104.1072 105.1123 106.1161 124.9985 137.1341 163.0172 166.0475 166.0633 184.0744 185.0496 185.079 186.0906 201.1678 313.2668 313.2844 314.2586 314.273 314.2902 419.2366 419.2545 453.3395 478.3108 478.3255 479.3081 479.3331 480.3161 496.3396,1.4167 0.425 27.342 2.125 0.38959 2.5146 0.31875 0.425 0.4073 1.1333 48.8755 0.37188 3.949 0.65521 0.47813 1.8594 1.7886 0.37188 0.33646 1.1511 0.70834 1.4167 0.47813 2.125 7.2959 0.79688 3.3646 0.28334 100,CCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C
LMGP01050113,19,85.1024 104.0909 104.1076 105.1057 124.9973 184.0729 185.0723 185.0919 195.9624 198.0758 251.2371 257.2476 313.2634 419.2655 464.3171 478.3221 479.3229 479.3379 496.3356,1.5924 1.5924 11.465 1.5924 2.3885 61.0669 2.6274 2.3885 2.5478 1.4331 1.3535 2.4682 1.672 1.672 1.3535 7.5637 1.5924 1.5924 100,CCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C
LMGP01050113,51,102.125 104.1044 110.0327 123.081 125.0002 153.1644 153.3259 157.2289 159.3826 164.0193 166.0638 172.965 174.3747 183.1142 184.0751 184.2533 185.0761 185.2039 186.0806 194.1246 216.9545 221.1985 256.976 258.1082 259.0014 260.1393 265.1583 282.0954 283.0832 283.2558 296.0385 296.9445 311.346 313.2551 313.2685 313.2865 320.0225 338.9662 362.112 366.3672 375.3622 379.149 382.1879 396.1583 417.3345 435.2074 478.2997 478.3219 479.3322 480.3256 496.3377,0.28683 1.9338 0.62723 0.35508 5.1948 0.33601 0.53762 0.28788 0.35841 1.12 0.49282 0.35646 0.35351 0.31361 100 0.38082 8.1934 0.51522 0.89604 0.58242 0.58242 0.28556 0.28942 0.71683 0.31361 0.85123 0.44802 0.35841 0.31361 0.35841 0.33601 0.53762 0.33601 1.1631 1.4481 0.33601 0.91844 0.44802 0.80643 0.38082 0.60482 0.47042 0.33601 0.33601 0.76163 0.40322 0.5443 0.53719 0.33601 0.31361 1.1424,CCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C
LMGP01050114,26,60.0773 67.0526 86.0963 86.1005 104.1082 105.1169 124.9942 125.0033 153.1208 163.0121 184.0505 184.076 185.0717 186.078 197.2412 258.1186 339.2953 339.3079 436.1256 446.252 504.3229 504.3531 505.3315 505.3585 506.3393 522.3558,0.39949 0.63555 1.8159 3.1051 18.2313 0.32686 0.88978 2.4151 0.29054 0.59924 0.38133 46.2684 1.2711 2.0156 0.72635 0.29054 1.6161 1.1985 0.29054 0.3087 0.94425 5.4295 0.29054 2.0156 0.38133 100,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C
LMGP01050114,15,86.0985 104.108 125.0036 169.083 184.0488 184.075 185.078 226.0124 282.0118 296.0296 339.3033 401.3359 432.9477 504.3519 522.3652,5.7176 9.1015 5.8343 1.867 1.9837 100 15.0525 1.9837 2.9172 2.217 3.0338 2.4504 1.867 1.9837 18.0863,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C
LMGP01050114,40,168.265 184.073 184.195 184.387 185.085 215.106 224.978 226.083 239.079 240.102 256.087 258.109 278.952 304.303 316.095 331.098 339.293 340.048 342.138 362.07 380.205 381.979 395.12 398.189 415.189 424.205 425.193 438.21 439.226 440.2 471.197 476.304 480.211 481.027 502.323 504.343 518.315 520.334 521.341 522.35,0.012 9.691 0.195 0.027 0.158 0.012 0.01 0.094 0.017 0.088 0.1 0.212 0.011 0.014 0.015 0.012 0.25 0.012 0.011 0.019 0.021 0.011 0.014 0.031 0.05 0.128 0.031 0.117 0.018 0.014 0.026 0.03 0.036 0.012 0.08 0.332 0.305 3.6 1.414 59.445,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C
LMGP01050114,37,184.069 184.183 184.395 185.073 185.977 187.073 189.068 200.069 226.083 238.071 239.083 240.093 241.1 242.096 246.041 256.092 258.105 266 266.989 267.995 269.997 273.083 284.981 286.102 295.021 298.013 299.105 308.993 312.121 323.024 329.09 331.093 339.282 354.151 412.184 426.211 504.323,10.749 0.23 0.04 0.596 0.017 0.026 0.042 0.018 0.086 0.022 0.09 0.106 0.142 0.019 0.021 0.22 0.479 0.042 0.033 0.069 0.032 0.012 0.01 0.122 0.012 0.01 0.068 0.012 0.103 0.02 0.023 0.063 0.213 0.029 0.012 0.078 0.06,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C
LMGP01050114,41,302.13 306.015 306.99 308.048 309.016 314.085 321.007 323.011 331.106 336.024 336.993 339.291 342.141 351.006 367.066 380.175 383.202 397.192 398.193 399.196 401.176 406.192 412.211 413.219 415.199 416.205 424.209 425.221 426.227 438.221 439.212 440.205 444.143 457.205 458.212 468.212 504.348 505.359 520.339 521.34 522.355,0.028 0.031 0.046 0.037 0.052 0.039 0.024 0.024 0.034 0.022 0.035 0.039 0.061 0.038 0.021 0.03 0.059 0.035 0.322 0.05 0.024 0.026 0.491 0.084 0.739 0.096 0.224 0.713 0.231 0.091 0.032 0.123 0.02 0.258 0.065 0.046 0.149 0.037 7.649 3.099 45.33,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C
LMGP01050114,35,323.042 325.027 331.106 339.296 351.049 353.025 365.039 366.055 367.055 379.056 380.186 381.064 382.197 383.208 384.192 393.067 395.067 398.199 399.196 407.1 409.082 412.211 415.205 416.199 424.209 425.221 426.209 438.233 440.211 504.341 518.32 519.326 520.346 521.347 522.355,0.111 0.188 0.109 0.114 0.183 0.117 0.113 0.154 0.158 0.237 0.129 0.105 0.118 0.152 0.17 0.148 0.188 1.08 0.136 0.155 0.153 1.275 1.169 0.16 0.937 0.301 0.114 0.443 0.647 0.239 0.544 0.452 6.86 2.493 28.181,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C
LMGP01050114,21,303.954 306.147 322.129 335.043 336.159 341.316 353.037 383.951 396.233 402.241 409.117 419.147 423.121 424.232 426.225 438.242 456.953 465.25 520.339 521.347 522.355,0.011 0.02 0.012 0.025 0.015 0.018 0.018 0.015 0.013 0.011 0.012 0.011 0.013 0.062 0.093 0.016 0.014 0.018 2.062 1.712 50.272,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C
LMGP01050114,33,163.013 166.055 181.017 184.073 184.399 185.069 185.255 186.073 186.207 198.081 199.082 240.096 258.107 259.112 265.246 309.275 310.284 328.14 335.173 337.177 338.201 339.287 340.291 345.172 445.273 446.275 447.278 457.182 461.168 504.349 505.352 507.344 522.355,0.15734 0.30816 0.11108 100 3.1103 8.001 0.59084 1.0207 0.050691 1.3218 0.11205 0.11648 1.2971 0.092933 0.080191 0.091825 0.055538 0.23254 0.062325 0.1626 0.060663 1.2635 0.22853 0.052214 2.5261 0.87975 0.20166 0.052353 0.068419 60.4705 17.0956 0.26661 1.9189,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C
LMGP01050114,136,155 158.061 159.076 163.017 166.06 170.051 172.069 181.025 183.062 184.073 184.398 185.071 185.259 186.074 187.086 196.07 197.07 198.083 200.056 210.082 213.071 214.082 215.087 222.086 223.074 224.093 226.083 227.092 238.079 239.088 240.096 241.105 256.09 258.107 259.108 268.089 274.097 281.099 282.1 286.102 287.099 293.27 294.108 295.099 298.107 299.11 300.11 308.123 312.116 313.12 314.13 322.128 323.135 326.129 327.139 328.134 336.147 337.154 340.142 341.154 342.157 350.167 351.17 354.162 355.167 356.164 364.179 366.165 368.179 369.18 376.183 378.2 382.189 383.195 389.223 390.203 392.202 394.193 396.204 397.215 404.216 405.224 406.259 408.22 409.219 410.229 411.227 413.997 416 418.008 418.227 419.225 420.23 422.225 423.226 424.233 436.239 437.244 438.243 443.233 444.251 445.263 446.269 447.282 448.304 449.307 450.316 451.302 452.279 453.265 454.028 456.031 458.038 460.267 461.252 462.28 463.274 464.268 465.272 466.288 476.286 478.282 479.289 480.299 492.309 493.321 494.32 502.321 503.328 504.336 506.344 507.341 508.346 520.331 521.339 522.355,0.080491 1.3901 0.062273 0.15193 0.20183 0.082147 0.10522 0.13261 0.39992 83.0422 2.3267 5.4827 0.41317 0.90848 0.070996 0.081043 0.07221 0.85614 0.078614 0.10489 0.083804 0.58409 0.0509 1.4586 0.19676 0.095507 1.0599 0.12885 0.36017 1.3447 0.7624 0.097164 0.22458 0.87613 0.06404 0.14674 0.053882 0.60816 0.086233 1.6689 0.1697 0.060948 0.60705 0.094514 0.075964 2.7789 0.33014 0.091533 1.387 0.18627 0.075302 0.098268 0.059513 0.123 0.054213 0.085901 0.16772 0.079608 0.12808 0.16595 0.05068 0.24633 0.06404 0.58685 0.12675 0.052225 0.11096 0.053771 0.51165 0.099261 0.051121 0.10235 0.12631 0.10721 0.067573 0.09628 0.082479 0.074198 0.12223 0.090208 0.13338 0.076848 0.15237 0.12145 0.075191 0.092416 0.066358 0.054765 0.078283 0.06426 0.098489 0.059734 0.078504 0.38788 0.20857 0.14862 0.25351 0.071769 0.07762 0.08281 0.082147 0.38435 0.21508 0.13857 0.49068 0.13614 0.26223 0.066469 0.066027 0.051894 0.068567 0.057194 0.09617 0.10423 0.13537 0.11858 0.069008 0.18273 0.071989 0.068235 0.065917 0.14928 0.078614 0.13967 0.070885 0.070223 0.10136 6.2551 4.7509 15.687 1.3215 0.18384 0.0509 17.6592 42.528 100,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C
LMGP01050128,31,67.0576 86.0947 86.1048 95.089 104.1099 104.1178 105.112 107.1232 120.094 125.0001 125.0093 132.1017 159.1139 166.0595 166.0674 167.069 183.3489 184.0561 184.0763 185.0765 185.0858 193.1376 258.0996 311.0483 335.2567 441.2345 500.3056 500.3197 501.282 501.3144 518.3265,0.89009 1.8189 0.81269 0.6192 15.3251 1.548 1.8963 0.77399 0.89009 3.9861 0.6192 1.0836 0.81269 0.6192 0.89009 0.85139 0.6192 1.4706 51.9737 4.1022 2.4381 0.69659 0.89009 0.6579 0.73529 0.6192 7.1981 4.5279 1.3158 4.3731 100,CCCCCC=CCC=CCC=CCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C
LMGP01050128,17,86.095 86.1007 104.1 104.1076 125.0012 130.1938 163.1103 184.071 184.0782 185.0732 186.0904 333.1702 357.0925 405.147 500.3118 501.3136 518.3228,10.8696 5.6159 10.8696 26.6304 13.4058 4.8913 3.6232 65.0362 23.7319 7.0652 4.7101 3.2609 3.442 4.8913 19.3841 5.4348 100,CCCCCC=CCC=CCC=CCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C
LMGP01050149,33,75.0438 79.0567 80.0439 81.0704 81.0975 83.0878 84.0897 85.1019 91.0498 93.0715 95.0367 95.0864 97.1009 109.1019 110.1005 111.1189 121.028 123.0901 123.1171 124.1199 125.1345 137.135 151.1478 157.1588 165.1653 207.2118 225.2188 243.2355 244.2072 244.2312 261.2452 299.2588 300.2632,11.026 3.1957 2.579 28.6862 1.9062 5.4009 3.3452 13.2872 2.934 6.0176 1.738 62.1192 11.1568 14.0348 3.2704 8.6152 2.3547 4.4104 18.9871 2.9901 3.3078 16.2773 8.6713 2.1304 2.8406 17.0249 5.8681 10.185 3.5694 4.8028 3.5694 100 2.7471,CC(C)CCCCCCCCCCCC(=O)OCC(O)CO
LMGP02050002,209,59.0041 63.198 65.0388 66.0092 66.2214 67.0537 68.0573 68.1434 69.0694 71.0849 72.0444 75.0446 76.2265 80.1567 81.0695 83.085 84.2942 85.1009 86.0153 86.1309 88.0056 89.0593 91.0017 92.0629 95.0851 95.9967 97.065 97.1007 98.9837 99.0789 99.1169 103.0752 109.1004 110.1061 111.1152 111.2079 112.1454 113.132 114.0453 114.1984 116.9921 117.0637 119.0211 119.0919 120.0986 121.3023 122.117 123.1165 123.2307 124.0167 124.95 124.9971 127.1491 128.0014 129.091 130.0995 131.1049 131.2013 132.2182 138.006 144.1856 144.3155 146.0787 147.118 147.992 148.2882 149.1174 150.0328 150.2552 151.1499 153.0591 154.308 155.0102 159.0804 159.1016 159.1387 160.1558 161.11 161.1747 164.2073 165.1638 166.1715 167.9761 168.2895 171.1379 171.2519 173.021 174.006 174.1056 174.991 176.0766 177.137 178.9886 179.1781 179.3381 179.3544 180.0024 180.3381 180.9771 182.2447 184.1376 188.0912 188.9624 191.1123 193.0296 195.2306 196.2761 197.9721 198.0517 199.136 199.3124 201.1823 203.1221 204.3107 205.0284 206.3014 207.1871 209.0541 211.1213 213.0521 215.2789 216.0656 216.3041 216.982 218.2707 219.1149 219.1963 219.2101 220.0235 221.017 221.1921 221.2235 222.1637 223.156 228.1002 229.1126 229.9588 231.0065 231.3083 232.0977 235.0999 236.2795 238.0909 238.2958 239.2365 240.0005 240.2431 240.3128 243.2219 243.9894 244.2902 245.1647 245.1877 246.2207 248.1538 249.2128 249.9502 251.0938 252.0084 252.1134 253.9985 257.247 258.2486 260.0162 262.0108 262.2485 264.1363 264.2919 265.0325 266.136 266.1536 266.2766 269.1045 270.0851 271.0103 271.2313 271.3312 274.9488 274.9722 275.2574 276.2753 276.2927 281.3285 282.279 282.9906 283.282 284.1017 284.2849 285.0304 287.996 291.3372 294.951 295.0218 297.9743 298.0884 301.1402 301.2436 302.1962 308.2799 310.1522 311.9622 313.2737 314.2774 314.9809 315.1005 315.2523 315.2796 316.0137 316.1235,0.12758 0.23062 0.16192 0.1423 0.10795 6.1237 0.61825 0.11776 6.8106 42.0903 0.15211 0.34838 0.15702 0.10304 9.7547 7.8214 0.20608 16.8449 0.1423 0.1423 0.24534 1.05 0.10795 0.17174 9.5829 0.10795 0.1472 2.8901 3.4544 0.38764 0.89303 0.77527 3.6899 0.31403 0.5054 0.11286 0.12267 0.13248 0.11286 0.10304 0.15211 0.12758 0.10304 0.17664 0.10795 0.10304 0.11286 0.49068 0.17664 0.41217 0.21099 0.15702 0.15702 0.17664 0.10795 0.10304 0.11286 0.11776 0.12267 0.26497 0.1472 0.12267 0.1472 0.10795 0.19136 0.10304 0.12758 0.12267 0.12758 0.23553 0.12267 0.13248 3.0226 0.11286 0.13739 0.17174 0.13739 0.10795 0.11776 0.12267 0.1423 0.11776 0.17174 0.16192 0.11286 0.10795 0.74583 0.11776 0.11776 0.10795 0.15702 0.10795 0.19627 0.18155 0.10795 0.15211 0.11286 0.18155 0.11776 0.24534 0.10304 0.24534 0.12267 0.11286 0.2159 0.11286 0.30913 0.10795 0.44652 0.10795 0.10304 0.2895 0.15702 0.15702 0.12758 0.12758 0.10304 0.12758 0.1423 0.11776 0.21099 0.25515 0.10795 0.1472 0.12758 0.24534 0.11286 0.23062 0.18646 0.23062 0.10304 0.24534 0.1472 0.13739 0.16192 0.23062 0.11286 0.10795 0.10795 0.15702 0.10795 0.15702 0.17664 0.19136 1.894 0.10795 0.31894 0.10304 0.15211 0.25024 0.11776 0.16192 0.19136 0.10795 0.10304 0.1423 0.15702 0.15211 0.10795 0.17664 0.11286 1.4868 0.42689 0.10795 0.10795 0.11286 0.13739 0.15702 0.11286 0.23553 0.15702 0.15702 0.25024 0.26987 0.18155 0.18155 0.10795 0.13248 0.1472 0.29441 0.19627 0.13248 0.16683 25.4122 0.2895 4.2002 0.11776 0.44652 0.2159 0.10795 0.10304 0.15702 0.18646 0.10795 0.12758 0.18646 0.17664 0.12267 0.10795 0.11776 0.11286 100 19.9264 0.10304 0.13739 0.18155 1.4573 0.10304 0.12267,CCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN
LMGP02050002,19,71.0851 142.0262 155.0105 173.0193 198.0515 216.0634 217.0651 239.236 282.2789 283.2831 313.2735 314.2771 315.2798 393.2399 394.2437 395.2493 436.2822 437.286 454.2926,0.16196 0.12664 0.42377 0.10959 0.76229 1.5611 0.10594 0.43351 2.8239 0.40793 100 23.2571 1.6342 11.3357 2.2187 0.21675 19.8354 4.7698 18.066,CCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN
LMGP02050002,8,216.0618 313.2736 314.2772 393.2401 436.2824 437.2858 438.2889 454.2927,0.12951 6.2214 0.56762 0.48447 16.2786 2.586 0.25689 100,CCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN
LMGP02050002,10,62.0604 98.9845 240.2112 283.2803 313.2719 314.2857 375.2619 436.2677 438.2779 454.2995,24 8.8 6.4 16.8 100 38.4 6.4 30.8 6.8 39.6,CCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN
LMGP02050004,3,155.0109 339.2824 339.2987,24 19 49,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN
LMGP02050011,13,69.0446 95.0842 109.0996 337.2239 337.2493 337.273 338.2838 338.3172 339.2776 340.2805 349.9735 460.2682 478.2881,6.2696 14.4201 7.837 5.3292 5.6426 100 18.1818 6.5831 6.2696 7.5235 5.6426 7.5235 39.185,CCCCCC=CCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN
LMGP02050028,27,71.0856 81.0698 83.0855 85.1013 88.1481 95.0854 97.1015 98.9838 100.0133 108.2212 109.101 111.117 123.0426 123.117 124.0151 142.0267 160.0423 178.0526 181.0841 203.0836 221.0952 307.3312 324.3268 327.1173 360.3522 440.3172 501.3705,4.6702 2.1577 1.2053 3.6279 0.53565 2.4278 2.2823 0.74571 0.56077 0.53677 1.2425 0.71036 0.59407 0.66198 0.58198 0.92041 4.5169 0.76431 1.0516 1.1145 2.2074 0.65938 11.0286 0.54105 100 4.5033 2.9598,CCCCCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN
