LMID,Frag_Num,mz,Frag_int,smiles
LMGP02050028,15,71.0858 81.0703 83.0857 85.1016 95.0858 97.1016 109.1016 160.0426 178.0532 203.0851 221.0954 324.3279 360.3536 440.3219 501.373,5.0193 1.3565 1.2826 3.4241 2.8726 1.4626 2.84 5.3467 0.95489 1.3469 1.6337 9.6701 100 5.2949 1.0362,CCCCCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN
LMGP02050030,20,71.0855 80.3513 81.0701 85.1014 95.0856 97.1011 98.9839 109.1015 160.042 201.9616 201.9799 203.0843 221.0954 245.1296 253.2526 296.2949 332.3209 391.2956 412.2879 473.3426,4.7228 0.5376 2.702 3.9776 3.6783 1.1153 0.80038 2.2865 5.3587 1.2696 1.2414 0.95565 3.8213 0.64132 1.2157 8.45 100 0.64203 5.0345 1.4049,CCCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN
LMGP02050030,19,71.0859 81.0703 85.1016 95.0859 97.1017 98.9849 109.1017 111.1166 123.1179 124.0166 142.027 160.0423 203.0852 221.0964 253.2525 296.2959 332.3221 412.2881 473.3439,4.6242 2.3497 3.9667 3.1896 1.2499 0.5234 2.1244 0.64043 0.72379 0.83499 0.67759 4.8984 0.85732 2.8566 1.1205 9.2666 100 4.2149 2.258,CCCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN
LMGP02050031,19,71.0857 72.2508 81.0699 83.0857 85.1013 95.0858 97.1015 109.1015 123.1171 133.9904 142.0263 160.0422 203.0843 221.0967 225.2205 268.2636 304.2901 384.2572 445.3108,3.2073 0.60407 0.72503 0.86859 3.4167 2.7434 0.96767 0.70279 0.82664 0.5887 0.6594 6.1778 1.1376 1.0669 2.4013 8.1247 100 3.8535 2.2471,CCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN
LMGP02050031,17,71.0859 71.0894 81.0701 83.0856 85.1013 95.0858 109.1011 142.0274 160.0424 178.0527 203.085 221.0953 225.2214 268.265 304.2909 384.2588 445.3077,4.8349 0.70309 0.98275 1.1644 3.005 2.567 2.7215 0.76122 5.7939 0.82608 0.72119 1.2699 2.4278 7.1149 100 4.9598 2.6018,CCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN
LMGP02050042,7,225.1675 335.2219 335.2454 335.275 458.2447 458.2708 459.2698,16.1765 16.9118 20.5882 30.8824 14.7059 12.5 13.9706,CCCCCC=CCC=CCC=CCCCCC(=O)OC(CO)COP(=O)(O)OCCN
LMGP03010006,24,71.0857 79.0542 81.07 83.0857 85.1011 88.0398 93.0699 95.0856 97.1015 109.1011 111.0805 111.4021 121.1015 123.117 135.1184 202.9554 202.9738 209.1901 247.1394 265.999 296.2211 332.323 540.5037 607.2677,5.0648 1.6124 7.0007 6.2524 3.0169 1.283 1.8314 9.0552 5.0945 8.6139 1.6202 1.4363 2.6343 1.7128 4.5611 1.712 2.1355 2.9681 1.4789 1.2074 2.1285 1.5082 100 1.3235,CCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCC)COP(=O)(O)OCC(N)C(=O)O
LMGP03010230,27,71.0856 81.07 83.0319 83.0855 85.1014 88.0394 93.0699 95.0856 97.1011 107.0857 109.1013 111.117 121.1015 123.117 135.117 137.1326 149.1324 191.1244 202.9688 237.221 253.2526 269.009 316.2873 324.2538 332.3213 340.2828 568.5349,7.2966 9.6968 0.78431 10.5561 5.5104 1.0649 3.1107 11.5046 6.822 1.1184 5.4617 3.4581 3.3231 3.0003 4.0628 1.413 1.0911 0.81298 1.706 3.6402 1.2123 0.88901 2.0356 4.7735 3.431 1.2469 100,CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCC)COP(=O)(O)OCC(N)C(=O)O
LMGP03010230,29,71.0859 79.0545 81.0703 83.086 85.1016 93.0703 95.086 97.1018 97.1431 106.0505 109.1017 111.1173 121.1015 123.1175 135.1171 137.1332 146.983 160.0434 185.2184 219.2123 237.2221 253.2537 316.2896 324.2536 332.3216 340.2858 412.2904 479.16 568.5376,7.216 0.7804 8.7285 9.2154 5.1417 2.388 11.1367 5.0647 0.7015 0.69059 3.6082 2.661 3.4021 2.4354 4.3842 1.4863 0.76277 0.70716 0.76214 1.4525 3.5788 1.271 2.7833 4.2371 2.9147 1.1187 0.73507 0.76277 100,CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCC)COP(=O)(O)OCC(N)C(=O)O
LMGP03010893,44,71.0733 71.0859 75.595 79.0544 81.0702 82.0733 83.086 84.0891 85.1015 86.0968 87.1001 91.0545 93.07 95.086 96.089 97.1015 107.0859 109.1016 110.1052 123.1174 124.1206 125.0003 135.1175 137.1329 146.9823 147.9863 151.3313 164.9927 177.1663 184.0742 185.0777 238.0669 263.2378 442.2402 449.9633 465.2385 466.2421 575.5015 576.5089 597.4878 598.491 599.4955 721.4825 722.4845,4.8542 3.7207 0.37826 1.5356 9.382 0.50032 3.4446 0.49913 3.4806 38.6432 5.2051 0.90651 2.2689 8.4496 1.014 2.0541 0.71535 3.8357 0.54164 1.9074 0.4893 0.58935 0.64583 0.83886 100 4.2636 0.41625 1.0288 0.45268 9.4925 0.89124 0.43362 0.78032 0.51604 0.50697 1.783 1.8974 3.335 15.6741 11.5188 46.091 0.66622 4.8149 48.3799,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCC)COP(=O)(O)OCC(N)C(=O)O
LMGP03010893,32,71.0858 79.0543 81.0702 83.0858 85.1017 88.0396 93.07 95.0859 97.1016 104.0953 107.0856 109.1018 111.1171 121.1016 123.1172 135.1173 137.1332 144.2475 151.1494 160.0417 165.1639 247.2432 253.2539 265.2546 272.4253 304.1609 332.3237 340.2871 344.3211 352.2874 412.2905 596.569,6.8045 0.68101 7.7284 7.2057 4.8775 2.4014 2.4112 9.524 5.695 0.44119 1.0222 7.4909 2.5675 3.2414 3.1369 3.1077 0.7269 0.43389 0.61831 0.56278 0.56951 0.69825 1.8022 2.1797 0.46341 0.5185 2.336 1.0072 2.5576 3.7442 0.8026 100,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCC)COP(=O)(O)OCC(N)C(=O)O
LMGP03050028,11,71.0858 85.1014 88.0394 106.0503 157.119 160.0427 178.0531 301.343 360.3524 368.3166 440.3223,6.1303 5.6204 40.2619 25.7125 5.3098 29.607 5.9592 5.0574 100 9.5802 19.9933,CCCCCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC(N)C(=O)O
LMGP03050030,19,71.0857 81.07 85.1014 87.2659 88.0394 95.0855 97.1013 98.9844 106.05 123.0418 160.0416 178.0522 247.0735 253.253 268.1256 271.1399 332.3212 340.2852 412.2877,7.2168 3.0131 3.7817 1.359 38.8411 5.4524 2.4619 1.8477 21.5211 3.1411 19.7837 5.3415 2.2623 2.0467 1.5292 1.5494 100 8.4269 12.1027,CCCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC(N)C(=O)O
LMGP03050031,15,70.9673 71.0858 86.963 88.0394 88.1119 88.9675 106.0498 111.186 160.0416 178.0524 293.2068 304.2904 312.2541 327.2315 384.2557,2.7723 3.875 2.9373 37.1389 3.7584 2.8876 19.0396 3.5751 24.8658 4.002 3.617 100 4.5808 3.4179 17.2416,CCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC(N)C(=O)O
LMGP04010007,24,71.0859 78.9989 81.0702 83.0858 85.1013 93.0702 95.0858 97.1015 109.1018 111.1171 119.4515 121.1011 123.1179 140.4164 184.0729 191.1802 202.059 209.1893 253.2528 283.2262 309.1836 332.3198 364.4435 540.5046,6.1698 1.3087 8.7341 7.8832 7.2397 1.2263 11.952 7.5956 9.6912 2.9528 1.3091 6.5327 2.1182 1.1001 1.6758 1.5366 4.1595 4.9911 2.2093 2.4811 1.4601 1.4622 1.4321 100,CCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO
LMGP04010230,26,71.0857 79.0541 81.0702 83.0858 85.1013 88.1119 90.3072 93.0701 95.0858 97.1012 107.0859 109.1012 111.1167 121.1011 123.1171 135.1168 137.132 184.0739 197.5291 233.9475 253.2521 298.5154 311.2596 332.3214 568.5362 740.5596,6.4248 0.99088 11.5122 8.0111 5.6773 1.1496 0.81615 1.4667 11.644 5.8543 1.0486 5.2381 0.93483 4.6513 1.9543 1.6151 1.006 8.575 7.8135 1.1118 1.5139 1.1104 1.8453 1.6878 100 1.6129,CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO
LMGP04050031,12,71.0858 81.0699 85.1012 88.113 95.0856 98.9842 109.1012 160.042 177.9752 202.9536 355.3225 360.3522,3.8979 3.3986 3.6071 1.7054 7.1891 2.1137 2.1395 14.5386 1.9618 4.271 17.8068 100,CCCCCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC(O)CO
LMGP04050033,21,71.0857 81.0699 85.1015 95.0858 97.1014 98.9845 99.9904 109.1012 123.1169 154.339 155.0102 160.0421 173.0211 178.053 181.2266 234.0826 252.0907 253.2512 327.2903 332.3213 412.2892,7.1218 3.0661 5.3996 5.2861 2.6494 3.752 1.1524 2.7605 1.2324 0.52457 0.74659 13.9338 1.0543 1.0328 0.53702 0.6677 1.8699 1.8164 20.3374 100 2.4925,CCCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC(O)CO
LMGP04050034,8,71.0856 81.07 85.1012 95.0856 160.0426 169.1756 299.2575 304.2896,9.8339 3.243 5.1331 5.2873 6.151 2.6008 14.4886 100,CCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC(O)CO
LMGP06010006,18,71.0857 74.391 81.07 83.0858 85.1011 93.0701 95.0857 97.1013 107.0859 109.1012 121.1014 123.1171 202.3964 202.9144 202.9327 332.3212 519.0448 540.5043,8.1965 1.6689 12.7734 8.1115 3.5901 6.0709 12.3091 3.5761 1.9056 10.5799 7.7753 2.591 1.8125 3.6251 2.0326 2.6653 2.1074 100,CCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O
LMGP06010198,22,71.0735 79.0547 81.0702 83.0858 86.0967 91.055 95.0858 107.0862 109.1011 116.4546 123.1176 133.102 146.9824 184.0745 225.3343 337.2741 489.2333 520.226 568.5333 623.4971 645.4883 769.4778,3.0745 3.7533 9.9727 3.0166 46.8663 8.1817 11.8902 2.9163 2.8559 2.1971 2.2419 2.7968 82.1669 13.533 2.2581 4.1095 3.1001 3.3236 24.0431 2.6137 100 60.1253,CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O
LMGP06010864,34,71.0732 71.0858 79.0545 81.0701 84.4674 85.1015 86.0967 90.0682 91.0547 93.0703 95.0859 95.1533 97.1018 105.0704 109.1016 117.0703 119.0861 121.1018 129.0699 131.0862 133.1018 145.1016 146.9821 147.1172 184.0737 282.9943 469.2705 501.5854 513.2413 596.5347 651.5345 673.5186 720.5345 797.5113,7.5708 4.0673 3.7358 4.3475 0.615 4.0907 52.0573 0.73329 5.3052 3.8688 6.7038 2.9026 1.4635 3.8041 1.701 3.9422 1.2227 0.85312 1.3286 1.6021 0.90936 0.9745 82.2078 0.69347 0.84752 0.7358 2.6274 0.82973 4.0646 7.427 9.4183 100 4.0909 65.8551,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O
LMGP06050027,23,71.0858 81.0702 83.0857 85.1013 95.0857 97.1012 98.9842 99.9906 105.2114 109.0286 109.1013 123.1168 160.0418 160.2869 164.0385 178.0528 261.0375 281.2817 322.0953 360.3521 440.3197 443.3402 514.2831,7.8967 1.9896 1.816 6.5042 4.4541 2.0147 3.7231 3.985 0.86951 1.1448 2.1102 1.272 23.1187 0.97433 1.0121 1.2919 1.3737 0.95784 1.4799 100 2.0641 1.4954 1.0297,CCCCCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O
LMGP06050029,10,71.0856 81.07 85.1009 90.077 95.0855 98.9841 109.1014 160.0414 185.1858 332.3213,3.5935 2.5782 2.8637 1.9121 4.299 2.6461 2.1416 18.2704 1.7389 100,CCCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O
LMGP06050030,15,71.0857 81.07 85.1014 95.0858 98.9844 99.9909 109.1013 123.1166 160.0418 202.9743 225.222 304.2898 322.0945 384.2564 404.1995,6.4077 2.2557 5.247 6.7938 2.3279 2.2597 1.5417 1.5361 16.4106 5.4552 3.0849 100 1.667 5.626 1.4431,CCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O
LMGP10010032,60,105.0612 133.0831 137.1143 137.1236 151.149 151.3508 155.0011 155.0162 157.09 165.3698 169.3104 182.1013 187.0484 189.1437 193.0897 213.3737 219.4993 221.228 223.1398 236.9894 239.2246 247.2596 251.414 259.3222 265.2451 266.2547 282.1337 290.2481 313.2738 314.2489 328.9457 329.9782 339.2844 343.3354 350.0207 361.3932 384.1939 385.1778 394.2501 413.2147 419.4064 427.2355 431.0833 475.2284 504.1832 506.9987 513.3962 543.3049 563.1088 563.2911 564.4991 565.5056 574.287 577.4639 577.5221 578.5193 579.526 580.5287 603.4435 605.4208,0.80011 0.74677 0.66273 1.5776 2.9337 0.90679 2.187 0.96013 1.6536 1.2802 1.4402 0.90052 0.96013 0.90679 3.4671 0.80011 1.0668 1.2802 0.68656 4.6406 1.2268 1.4402 1.0668 1.8136 1.0135 0.85345 1.1202 1.5469 1.4935 0.69343 1.7602 0.80011 1.6536 3.1471 1.6002 0.80011 1.4402 0.96013 0.80011 1.5469 0.69343 1.0668 1.2802 0.80011 0.85345 2.0803 1.0668 0.69343 1.7602 1.5469 0.69343 1.0668 0.90679 1.6884 100 43.6327 8.3745 0.69343 1.0135 0.74677,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)O
LMGP12010003,59,87.453 93.0708 95.0864 97.0654 97.1019 99.0809 107.0859 109.1011 109.1096 111.0805 111.1092 111.1171 113.0958 119.0859 121.1016 123.1168 124.58 124.5879 125.0962 125.1322 127.1117 135.1176 135.1279 137.1322 139.1115 139.1473 141.1275 142.3799 149.1319 153.1286 155.8629 163.1473 167.1423 177.1634 187.1454 191.1438 191.179 205.1942 209.1898 223.2069 223.2291 250.0974 265.2178 279.2347 283.2258 297.2444 417.3661 431.3828 447.3451 491.4111 492.4077 505.3016 505.4204 506.4238 627.3429 641.3482 937.7496 951.7421 952.7525,0.014664 0.31526 1.3569 0.094893 0.88564 0.1697 0.42192 1.7223 0.033388 0.21229 0.027407 0.78559 0.12021 0.018206 2.0626 0.97811 0.023586 0.068399 0.077598 0.21957 0.029263 1.6892 0.032586 0.17447 0.11009 0.058043 0.012792 0.015325 0.67632 0.12395 0.017929 0.09234 0.03096 0.018265 0.015142 0.022652 1.6898 0.54255 6.025 1.4654 0.034839 0.032526 0.30471 0.14353 1.381 0.59828 0.044106 0.060313 0.035619 100 0.11732 0.41364 94.6506 0.16282 0.10435 0.12234 0.12587 0.11711 0.034444,CCCCC=CCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCC)OC(=O)CCCCCCCC=CCCCC
LMGP12010003,58,87.0809 91.0549 93.0708 95.0492 95.0864 97.0652 97.0953 97.1018 99.0809 107.0857 109.1021 111.0807 111.1171 113.0957 119.0858 121.1015 123.1167 124.5786 124.5878 125.0961 125.132 127.1116 132.8425 135.1175 137.1321 139.1112 139.1488 149.1318 151.1479 153.1282 163.1472 167.1442 173.132 191.1789 195.1372 205.194 209.1896 223.2066 223.229 227.2023 265.2177 279.2346 283.2255 283.2618 297.2439 417.3739 419.2166 431.391 447.3449 491.4107 492.4131 505.4199 506.4226 627.3431 641.3619 937.7511 938.7329 951.7378,0.015529 0.017586 0.29403 0.013664 1.2701 0.10436 0.018154 0.85588 0.18878 0.3791 1.7224 0.17971 0.73512 0.077024 0.01655 1.9675 0.94028 0.029824 0.077916 0.077463 0.2147 0.060973 0.014415 1.7495 0.16424 0.13742 0.017408 0.56286 0.018156 0.14388 0.091358 0.032441 0.016276 1.5322 0.018541 0.53704 6.076 1.524 0.025218 0.015358 0.35669 0.16861 1.4601 0.014892 0.5994 0.056748 0.02751 0.059859 0.030251 100 0.38048 93.8835 0.29334 0.1092 0.11941 0.07805 0.024763 0.099955,CCCCC=CCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCC)OC(=O)CCCCCCCC=CCCCC
LMGP12010004,60,93.0706 95.0864 97.1019 99.0807 99.1172 107.0855 109.1011 111.1091 111.1171 113.1322 121.1014 123.1167 125.1322 127.1483 132.3469 132.3571 135.1175 137.1215 137.1324 139.1114 139.1487 140.7242 149.1317 151.1481 153.1279 163.1471 165.1628 207.2113 209.6612 219.2113 225.2202 234.095 237.2221 243.2309 246.1037 248.5506 249.9733 251.3516 259.8378 285.2764 293.2474 299.2579 311.2592 311.2956 447.3447 461.4321 515.2209 517.6709 523.4752 523.8616 524.4761 535.474 535.8738 536.4749 659.4008 671.398 969.8087 970.8077 981.8098 982.8003,0.049832 1.2032 0.51188 0.028625 0.015187 0.027003 0.9117 0.01697 0.56121 0.013353 0.28997 0.77912 0.35511 0.013368 0.035323 0.096154 0.27851 0.019164 0.5877 0.014719 0.016896 0.012532 0.135 0.26485 0.028427 0.042411 0.062106 0.34455 0.012355 0.33237 4.9693 0.011048 1.7549 0.12008 0.011857 0.012682 0.01944 0.011604 0.011056 0.048716 0.10984 1.4993 0.6759 0.025545 0.016333 0.056882 0.023183 0.015748 100 0.058716 0.14949 97.3151 0.060372 0.19745 0.1128 0.10165 0.1199 0.023117 0.12535 0.022504,CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC
LMGP12010004,60,93.0706 95.0864 97.1019 99.0807 107.0855 107.954 109.101 109.1095 111.0802 111.1171 118.2456 119.1191 121.1015 123.1167 125.1323 127.1116 132.347 132.3571 135.1175 137.1215 137.1323 139.1114 149.1316 151.148 151.5029 153.1261 157.1597 163.1471 165.1628 177.1633 207.2112 219.2109 225.2202 237.2221 243.2318 249.9359 275.235 281.246 285.281 293.2485 299.2578 311.2591 321.8553 354.9367 414.4923 447.3448 461.4321 515.2209 523.4752 524.4767 535.474 536.4741 659.4004 671.4061 698.6632 969.8137 970.8078 981.8154 982.8004 1027.1033,0.061698 1.374 0.5718 0.026778 0.046684 0.011721 1.12 0.024747 0.018199 0.67813 0.01091 0.01098 0.27132 0.90058 0.40792 0.014618 0.030898 0.084788 0.30329 0.022151 0.59679 0.0153 0.16678 0.29038 0.010992 0.06045 0.0148 0.058555 0.051596 0.017596 0.37422 0.36442 5.4194 1.908 0.13383 0.020801 0.013461 0.017284 0.018464 0.15118 1.4513 0.68894 0.012184 0.011227 0.013024 0.015487 0.022972 0.023628 100 0.37219 96.4398 0.37789 0.076355 0.11297 0.013684 0.095141 0.025875 0.084449 0.02191 0.013664,CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC
LMSP01010001,121,45.0575 45.0696 48.0441 50.0715 50.2968 54.0091 54.055 57.0322 59.0473 59.2732 61.0632 61.1094 61.2405 62.1664 62.2028 62.2973 64.0264 66.2215 71.0481 73.0289 73.0636 78.0662 83.0484 84.0801 85.0643 85.1004 86.0593 91.0536 92.1078 93.0692 94.0493 94.0647 94.0729 95.0489 95.0724 95.085 96.0804 97.0643 97.1007 98.061 98.0678 98.0959 99.0685 99.081 100.0752 100.2187 105.0694 106.2534 107.0848 108.0806 109.0637 109.1006 110.096 111.0229 111.0798 111.1178 113.0832 114.0915 119.058 119.0857 121.1014 123.1167 124.1127 125.1166 131.0488 134.2612 135.0227 138.1266 152.1429 157.1451 160.0839 162.008 168.1751 168.1967 171.2191 172.0495 173.0958 175.0744 176.1448 181.1559 182.188 184.207 186.16 191.0812 193.1959 194.1639 194.1888 196.0742 198.2235 201.0696 202.0227 211.2275 212.1209 219.2078 220.2017 224.2322 226.2532 227.0963 230.1624 231.0078 234.2209 236.2382 238.2489 242.0381 250.2141 250.2518 252.2684 253.0306 253.1912 253.2707 254.1729 254.247 254.2834 262.2529 263.2548 264.2681 265.1102 265.2495 265.2717 282.2806 283.2802,0.29513 0.19941 0.35894 0.21536 0.19941 0.50251 0.36691 11.6455 0.29513 0.29513 0.35894 0.19941 0.31108 0.18346 0.17548 0.1675 0.3031 0.19143 10.8319 0.25524 0.26322 0.25524 46.271 7.5457 1.3002 11.8848 36.0134 45.0826 0.35894 100 0.37489 7.2107 7.1548 10.2257 7.777 99.1625 40.0415 11.4222 19.1673 0.27917 0.64609 0.93324 0.80561 0.41477 4.1477 0.28715 3.2703 0.21536 13.2328 2.8476 0.69395 9.8429 4.3232 0.19941 0.4387 0.4387 0.15155 0.77371 0.49454 0.51049 2.7758 0.76573 0.42275 0.14358 0.1675 0.15155 0.17548 0.20739 0.28715 0.1675 0.18346 0.35894 0.23929 0.19941 0.19143 0.4387 0.1675 0.19143 0.1675 0.17548 0.33501 0.63014 0.25524 0.21536 0.15953 0.23131 0.15155 0.29513 0.51846 0.15953 0.29513 0.2712 0.29513 0.43073 0.31906 0.18346 0.54239 0.14358 0.15155 0.23131 0.31108 0.3031 0.31906 0.14358 0.23929 0.50251 10.8 0.21536 0.17548 1.4198 0.3031 0.17548 0.27917 12.2438 2.6561 15.3466 0.15953 0.3031 2.9513 4.8337 1.3161,CCCCCCCCCCCCCC=CC(O)C(N)CO
LMSP01010001,37,57.0321 71.048 83.0481 86.0592 91.0536 95.0846 96.08 97.0642 97.1004 99.0794 99.1162 100.075 107.0851 108.0887 109.1006 110.0962 111.08 111.1162 121.1012 122.1042 123.1168 135.1166 137.1324 149.1321 184.2061 211.2057 238.2518 247.2417 252.2682 253.2716 262.2543 264.2682 265.2528 265.2713 266.2558 282.2787 283.2822,0.15571 0.79271 1.8471 2.1646 0.14736 8.2886 0.77937 1.0583 4.3581 0.10649 0.26971 0.43209 2.409 0.18435 3.0038 0.16377 0.2597 0.99402 2.555 0.21632 0.77075 0.98207 0.26415 0.21382 0.14542 0.50299 0.11233 0.15181 16.4115 3.1578 0.11595 10.4496 0.76408 2.1296 0.14681 100 24.6509,CCCCCCCCCCCCCC=CC(O)C(N)CO
LMSP01010001,18,81.0692 83.0849 93.0694 95.0846 97.1006 109.1004 121.1012 135.1168 211.205 247.242 252.2681 253.2711 264.2679 265.2521 266.2572 282.2787 283.2821 300.2892,0.20289 0.12916 0.11121 0.24211 0.12149 0.12951 0.16576 0.10859 1.3721 0.17901 1.4019 0.17326 0.52013 0.57835 0.11208 100 21.3456 26.2919,CCCCCCCCCCCCCC=CC(O)C(N)CO
LMSP01010001,49,53.0032 53.0398 53.9987 55.0189 55.0554 56.0505 56.0537 57.0344 57.0708 58.0298 59.0377 60.0456 65.0399 67.043 67.0555 67.9905 68.0507 69.0344 69.0708 70.0663 71.0499 71.0869 72.0457 77.04 79.0555 80.0505 81.0584 81.0708 82.0662 83.0499 83.0866 84.0814 86.061 90.2479 91.0552 91.0604 93.0583 93.0709 94.0662 95.0504 95.055 95.0744 95.0865 96.0813 97.0658 105.0708 107.0861 108.0824 170.2216,7.8826 8.5652 2.268 1.8423 100 80.8172 0.92989 3.6437 25.2308 6.3251 0.65353 8.577 7.8618 6.5821 63.7168 0.86975 12.9735 1.9139 33.2651 6.1954 0.90841 2.1729 2.3966 1.8582 34.1176 6.7852 3.9947 26.8309 26.5872 4.3558 7.0046 1.205 2.643 0.48879 13.093 0.78134 0.80812 10.3553 5.7434 8.4591 0.62021 2.5566 9.363 6.169 0.88219 1.2453 0.97644 1.8109 0.60149,CCCCCCCCCCCCCC=CC(O)C(N)CO
LMSP01010001,50,51.0242 53.0032 53.0398 53.9987 55.0189 55.0554 56.0505 57.0344 57.0708 58.0299 59.0377 60.0457 62.2768 65.0399 67.0431 67.0555 67.0592 67.9905 68.0506 69.0344 69.0709 70.0662 71.0499 71.0863 72.0457 74.061 77.0394 79.0516 79.0555 80.0507 81.0585 81.0709 82.0662 83.0499 83.0867 84.0822 86.061 91.0552 93.0583 93.071 94.0664 95.0496 95.0744 95.0864 96.0814 97.1022 105.0709 106.0661 107.0861 108.0814,0.68056 6.7088 10.2305 0.69338 1.1904 100 79.1469 3.3494 23.8334 5.1774 0.736 8.1489 0.50243 7.8774 6.6207 67.3867 1.1866 0.89788 11.0516 1.1057 35.8674 7.2155 0.94436 2.664 1.4911 0.91549 3.0473 0.7711 35.3481 8.9486 6.2561 26.1601 30.4745 5.0884 6.7838 0.84283 2.5674 12.8417 1.2819 11.2736 6.1991 9.5574 3.1807 10.0942 6.3922 0.9902 1.0481 0.64769 1.1799 0.82046,CCCCCCCCCCCCCC=CC(O)C(N)CO
LMSP01010001,55,51.0242 53.0033 53.0398 53.9986 55.0189 55.0554 56.0505 56.0537 57.0348 57.0708 58.0299 60.0456 63.1414 65.0398 67.0429 67.0554 67.9905 68.0506 69.035 69.0708 70.0662 71.0505 71.0869 72.0456 74.061 77.04 78.0482 79.0553 80.0504 81.0582 81.0706 82.066 82.0712 83.0504 83.0863 84.0822 86.0617 91.055 93.0583 93.0707 94.0661 95.0501 95.074 95.0862 96.082 97.0658 105.0708 105.2776 106.0661 107.0871 108.076 108.0824 109.1025 138.249 195.0968,0.42316 5.9596 10.3809 0.58803 1.6598 100 83.9925 0.52423 3.5137 23.4388 4.8184 9.178 0.38365 8.1225 6.7906 69.6855 0.69916 11.036 2.1834 32.5482 7.2895 0.43308 2.2912 2.0188 0.47675 2.1219 0.43149 36.4824 7.2919 4.7648 24.909 28.736 0.72599 4.3508 6.7461 0.47184 2.4049 12.4479 0.91364 11.5376 5.7642 10.1278 3.6631 9.5194 4.9998 0.508 0.56706 0.46826 0.60993 1.5045 0.5047 1.9324 0.74583 0.43539 0.40004,CCCCCCCCCCCCCC=CC(O)C(N)CO
LMSP01010001,31,55.0557 56.0505 57.0712 60.0451 67.055 69.0709 71.0869 81.0709 82.0663 83.0507 83.0866 85.1016 86.061 93.0702 95.0868 97.1021 107.0861 109.1014 111.1175 121.1019 123.1171 135.1181 149.1342 211.2062 247.2446 252.2704 252.2971 264.2709 265.2511 282.2796 300.2896,0.090597 0.45138 0.33299 0.18829 0.36098 0.12841 0.37739 0.58907 0.12608 0.12632 0.23342 0.14834 0.096562 0.18638 0.63984 0.38336 0.1426 0.63685 0.21074 0.58107 0.2126 0.47129 0.12973 1.9867 0.22751 5.2135 0.15428 2.5777 0.67672 100 1.0351,CCCCCCCCCCCCCC=CC(O)C(N)CO
